instance,n,m,ratio_1,ratio_2,density,min_degree,max_degree,avg_degree,med_degree,25Q_degree,75Q_degree,cv_degree,entropy_degree,min_clique,max_clique,med_clique,Q25_clique,Q75_clique,cv_clique,entropy_clique,clique_time,max_card_clique,min_cluster_coeff,max_cluster_coeff,med_cluster_coeff,Q25_cluster_coeff,Q75_cluster_coeff,cv_cluster_coeff,entropy_cluster_coeff,min_cluster_wcoeff,max_cluster_wcoeff,med_cluster_wcoeff,Q25_cluster_wcoeff,Q75_cluster_wcoeff,cv_cluster_wcoeff,entropy_cluster_wcoeff,cluster_coeff_time,DSATUR_n_colors,DSATUR_time,DSATUR_min_size,DSATUR_max_size,DSATUR_mean_size,DSATUR_med_size,DSATUR_Q25_size,DSATUR_Q75_size,DSATUR_vc_size,DSATUR_entropy_size,time
3-FullIns_3.col,80,346,0.23,4.33,0.11,4,19,8,7,6,12,0.5,0.9,0.03,0.04,0.03,0.03,0.03,0.0,0.0,0,3,0,0,0.0,0.0,0.1,1.63,0.0,0,4,0.0,0.0,0.5,1.9,0.42,0,6,0,1,7,3,3,2,5,0.71,0.97,0.0
3-FullIns_4.col,405,3524,0.11,8.7,0.04,6,84,17,15,11,24,0.64,0.88,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0.02,2.17,0.0,0,6,0.0,0.0,0.25,2.89,0.16,0,7,0,1,7,3,3,2,5,0.66,0.98,0.0
3-FullIns_5.col,2030,33751,0.06,16.63,0.02,8,409,33,29,19,35,0.85,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0,0.0,0.0,0.01,2.62,0.0,0,9,0.0,0.0,0.13,4.16,0.06,0,8,31,2,7,3,3,2,4,0.68,0.95,34.0
3-Insertions_3.col,56,110,0.51,1.96,0.07,3,11,3,4,4,4,0.34,0.53,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,4,0,1,3,2,2,1,3,0.41,0.95,0.0
3-Insertions_4.col,281,1046,0.27,3.72,0.03,4,56,7,8,6,8,0.52,0.57,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,5,0,1,4,2,3,2,4,0.58,0.96,0.0
3-Insertions_5.col,1406,9695,0.15,6.9,0.01,5,281,13,16,10,16,0.78,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,6,5,2,10,7,8,5,9,0.42,0.97,6.0
4-FullIns_3.col,114,541,0.21,4.75,0.08,4,23,9,7,6,15,0.55,0.86,0.02,0.03,0.02,0.02,0.02,0.0,0.0,0,3,0,0,0.0,0.0,0.05,1.94,0.0,0,5,0.0,0.0,0.5,2.27,0.36,0,7,0,1,5,2,2,2,4,0.73,0.92,0.0
4-FullIns_4.col,690,6650,0.1,9.64,0.03,6,119,19,15,11,29,0.71,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0.01,2.71,0.0,0,8,0.0,0.0,0.13,3.77,0.13,0,8,1,1,7,3,2,2,4,0.74,0.88,2.0
4-FullIns_5.col,4146,77305,0.05,18.65,0.01,8,695,37,31,21,39,0.98,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,0,0,0.0,0.0,0.0,3.29,0.0,0,11,0.0,0.0,0.06,5.72,0.05,1,9,159,1,7,3,2,2,4,0.64,0.88,174.0
4-Insertions_3.col,79,156,0.51,1.97,0.05,3,13,3,4,4,4,0.36,0.47,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,4,0,1,3,2,2,1,3,0.41,0.95,0.0
4-Insertions_4.col,475,1795,0.26,3.78,0.02,4,79,7,8,6,8,0.57,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,5,0,1,4,3,4,2,4,0.42,0.86,0.0
5-FullIns_3.col,154,792,0.19,5.14,0.07,4,27,10,7,7,17,0.59,0.82,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,3,0,0,0.0,0.0,0.04,2.22,0.0,0,6,0.0,0.0,0.31,2.61,0.41,0,8,0,1,7,3,2,2,3,0.66,0.93,0.0
5-FullIns_4.col,1085,11395,0.1,10.5,0.02,6,160,21,15,12,33,0.77,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0.0,3.24,0.0,0,9,0.0,0.0,0.0,4.69,0.1,0,9,4,1,9,4,4,2,7,0.75,0.94,5.0
C2000.5.col,2000,999836,0.0,499.92,0.5,919,1074,999,999,985,1015,0.02,0.92,0.0,0.01,0.01,0.01,0.01,0.0,0.0,14,14,0,0,0.5,0.5,0.5,0.0,0.0,460,536,499.88,492.62,507.5,0.02,0.91,471,2000,600,0,0,0,0,0,0,0.0,0.0,1091.0
C2000.9.col,2000,1799532,0.0,899.77,0.9,1751,1848,1799,1800,1791,1809,0.01,0.91,0.02,0.03,0.03,0.03,0.03,0.0,0.0,188,58,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,600,2000,600,0,0,0,0,0,0,0.0,0.0,1398.0
C4000.5.col,4000,4000268,0.0,1000.07,0.5,1895,2123,2000,2001,1979,2021,0.02,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,15,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,600,4000,602,0,0,0,0,0,0,0.0,0.0,1307.0
DSJC1000.1.col,1000,49629,0.02,49.63,0.1,68,127,99,99,93,106,0.1,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.1,0.1,0.04,0.0,6,13,9.87,9.15,10.54,0.1,0.7,1,27,22,3,4,3,3,3,3,0.1,0.5,25.0
DSJC1000.5.col,1000,249826,0.0,249.83,0.5,447,551,499,500,490,510,0.03,0.92,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.5,0.5,0.5,0.0,0.0,223,276,250.0,244.9,255.01,0.03,0.89,55,124,104,2,5,3,3,3,4,0.25,0.81,163.0
DSJC1000.9.col,1000,449449,0.0,449.45,0.9,870,924,898,899,892,906,0.01,0.92,0.04,0.05,0.04,0.04,0.05,0.0,0.0,24,52,0,0,0.9,0.9,0.9,0.0,0.0,783,831,808.88,803.03,815.25,0.01,0.91,167,324,165,1,4,2,3,2,3,0.3,0.64,359.0
DSJC125.1.col,125,736,0.17,5.89,0.09,5,23,11,12,9,14,0.3,0.91,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0,4,0,0,0.09,0.06,0.13,0.52,0.0,0,3,1.0,0.73,1.47,0.54,0.72,0,6,0,2,3,2,3,2,3,0.24,0.92,0.0
DSJC125.5.col,125,3891,0.03,31.13,0.5,51,75,62,62,58,66,0.09,0.94,0.04,0.07,0.06,0.06,0.06,0.0,0.01,0,9,0,0,0.5,0.5,0.51,0.02,0.0,25,37,31.08,29.47,33.58,0.09,0.92,0,24,0,2,5,3,3,3,4,0.31,0.86,0.0
DSJC125.9.col,125,6961,0.02,55.69,0.9,103,120,111,111,109,114,0.03,0.9,0.18,0.24,0.22,0.22,0.22,0.0,0.01,0,30,0,0,0.9,0.9,0.9,0.0,0.0,92,107,99.96,97.98,102.16,0.03,0.89,0,56,0,1,3,2,2,2,2,0.2,0.5,0.0
DSJC250.1.col,250,3218,0.08,12.87,0.1,13,38,25,26,22,29,0.2,0.92,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.11,0.1,0.12,0.17,0.0,0,4,2.8,2.28,3.22,0.25,0.7,0,10,0,4,6,5,5,4,5,0.15,0.99,0.0
DSJC250.5.col,250,15668,0.02,62.67,0.5,101,147,125,125,120,130,0.06,0.93,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,10,0,0,0.5,0.5,0.51,0.01,0.0,50,73,63.05,60.2,65.62,0.06,0.9,0,40,1,2,4,2,2,2,3,0.3,0.78,1.0
DSJC250.9.col,250,27897,0.01,111.59,0.9,207,234,223,223,220,227,0.02,0.91,0.1,0.14,0.12,0.12,0.12,0.0,0.0,0,34,0,0,0.9,0.9,0.9,0.0,0.0,185,209,200.0,197.42,203.35,0.02,0.92,0,97,1,1,3,2,2,2,3,0.25,0.65,3.0
DSJC500.1.col,500,12458,0.04,24.92,0.1,34,68,49,49,45,54,0.14,0.92,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.09,0.11,0.09,0.0,2,7,4.96,4.43,5.46,0.16,0.7,0,16,2,2,5,3,4,4,4,0.21,0.59,2.0
DSJC500.5.col,500,62624,0.01,125.25,0.5,220,286,250,250,243,259,0.04,0.92,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,11,0,0,0.5,0.5,0.5,0.0,0.0,110,144,125.84,122.23,129.64,0.04,0.89,5,71,11,2,3,2,2,2,2,0.12,0.31,17.0
DSJC500.9.col,500,112437,0.0,224.87,0.9,430,471,449,449,445,454,0.01,0.9,0.07,0.08,0.08,0.07,0.08,0.0,0.0,2,42,0,0,0.9,0.9,0.9,0.0,0.0,387,424,405.14,401.31,409.02,0.01,0.89,15,181,18,1,4,2,2,2,2,0.22,0.41,36.0
DSJR500.1.col,500,3555,0.14,7.11,0.03,4,25,14,14,11,17,0.31,0.92,0.01,0.02,0.01,0.01,0.02,0.0,0.0,0,12,0,1,0.6,0.54,0.67,0.19,0.11,2,14,8.46,6.46,10.58,0.32,0.93,0,13,0,4,6,4,5,4,5,0.14,0.78,1.0
DSJR500.1c.col,500,121275,0.0,242.55,0.97,473,497,485,485,483,488,0.01,0.88,0.12,0.13,0.13,0.13,0.13,0.0,0.0,3,67,0,0,0.97,0.97,0.97,0.0,0.0,459,483,471.26,469.14,474.18,0.01,0.88,20,129,21,1,4,2,2,2,3,0.43,0.88,46.0
DSJR500.5.col,500,58862,0.01,117.72,0.47,103,388,235,230,187,276,0.28,0.97,0.17,0.24,0.2,0.19,0.22,0.0,0.0,50,120,0,0,0.76,0.69,0.83,0.13,0.0,100,222,175.66,154.46,192.82,0.15,0.97,5,127,9,2,5,2,3,2,3,0.35,0.73,65.0
abb313GPIA.col,1557,53356,0.03,34.27,0.04,0,151,68,64,56,79,0.29,0.87,0.0,0.01,0.0,0.0,0.0,0.0,0.0,4,8,0,0,0.43,0.39,0.47,0.16,0.0,0,61,26.45,22.98,36.6,0.32,0.86,1,12,31,2,6,4,4,4,6,0.35,0.96,37.0
anna.col,138,493,0.28,3.57,0.05,1,71,7,4,2,7,1.49,0.8,0.01,0.08,0.03,0.02,0.04,0.0,0.01,0,11,0,1,0.8,0.35,1.0,0.6,0.99,0,10,3.0,2.0,6.0,0.73,0.9,0,11,0,1,5,2,2,2,3,0.62,0.88,0.0
ash331GPIA.col,662,4181,0.16,6.32,0.02,1,23,12,13,11,14,0.24,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.04,0.03,0.05,0.48,0.0,0,2,0.46,0.36,0.57,0.36,0.04,0,7,0,2,3,2,2,2,2,0.23,0.86,1.0
ash608GPIA.col,1216,7844,0.16,6.45,0.01,1,20,12,13,11,15,0.22,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.03,0.03,0.04,0.44,0.0,0,1,0.43,0.33,0.55,0.31,0.01,0,5,3,2,3,2,3,2,3,0.24,0.97,4.0
ash958GPIA.col,1916,12506,0.15,6.53,0.01,1,24,13,13,11,15,0.22,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0,0.03,0.03,0.04,0.45,0.0,0,1,0.44,0.33,0.55,0.31,0.02,0,7,9,2,3,2,2,2,3,0.25,0.99,11.0
david.col,87,406,0.21,4.67,0.11,1,82,9,7,3,11,1.17,0.9,0.02,0.13,0.07,0.05,0.08,0.01,0.01,0,11,0,1,0.76,0.51,1.0,0.48,0.93,0,11,5.14,3.0,8.17,0.58,0.96,0,11,0,1,5,2,2,2,3,0.61,0.89,0.0
flat1000_50_0.col,1000,245000,0.0,245.0,0.49,459,520,490,490,483,497,0.02,0.92,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.49,0.49,0.49,0.0,0.0,225,255,240.51,237.01,243.75,0.02,0.87,53,120,104,2,5,3,4,3,4,0.21,0.66,162.0
flat1000_60_0.col,1000,245830,0.0,245.83,0.49,457,524,491,492,484,499,0.02,0.92,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.49,0.49,0.49,0.0,0.0,224,257,242.28,238.29,245.75,0.02,0.89,55,125,106,2,5,3,3,3,4,0.25,0.8,165.0
flat1000_76_0.col,1000,246708,0.0,246.71,0.49,455,532,493,493,486,501,0.02,0.91,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.49,0.49,0.49,0.0,0.0,223,262,243.67,240.01,247.63,0.03,0.88,52,124,100,2,4,2,2,2,3,0.28,0.73,157.0
flat300_20_0.col,300,21375,0.01,71.25,0.48,127,160,142,143,138,147,0.04,0.92,0.02,0.03,0.02,0.02,0.03,0.0,0.0,0,10,0,0,0.48,0.47,0.48,0.01,0.0,59,76,67.85,65.44,70.04,0.05,0.87,0,45,2,2,5,3,3,3,3,0.25,0.78,2.0
flat300_26_0.col,300,21633,0.01,72.11,0.48,123,158,144,145,140,148,0.04,0.92,0.02,0.03,0.03,0.02,0.03,0.0,0.0,0,10,0,0,0.48,0.48,0.48,0.01,0.0,58,76,69.76,67.58,71.84,0.04,0.87,0,45,2,2,5,3,4,3,4,0.23,0.75,3.0
flat300_28_0.col,300,21695,0.01,72.32,0.48,130,162,144,145,140,149,0.04,0.93,0.02,0.03,0.03,0.02,0.03,0.0,0.0,0,9,0,0,0.48,0.48,0.49,0.01,0.0,62,78,69.89,67.99,72.17,0.04,0.91,0,46,2,2,5,3,3,3,4,0.27,0.83,2.0
fpsol2.i.1.col,496,11654,0.04,23.5,0.09,0,252,46,28,0,61,1.37,0.65,0.0,0.12,0.05,0.0,0.08,0.0,0.0,1,59,0,0,0.41,0.0,0.96,0.99,0.0,0,93,26.81,0.0,58.92,1.02,0.67,0,65,0,1,3,2,2,1,3,0.39,0.99,3.0
fpsol2.i.2.col,451,8691,0.05,19.27,0.09,0,346,38,26,22,31,1.66,0.76,0.0,0.07,0.02,0.02,0.03,0.0,0.0,0,30,0,0,0.87,0.41,0.91,0.57,0.0,0,46,23.44,17.8,28.65,0.58,0.86,0,30,0,2,3,2,2,2,3,0.25,1.0,1.0
fpsol2.i.3.col,425,8688,0.05,20.44,0.1,0,346,40,27,23,31,1.61,0.78,0.0,0.07,0.03,0.02,0.04,0.0,0.0,0,30,0,0,0.88,0.56,0.91,0.5,0.0,0,46,24.38,18.95,28.87,0.5,0.88,0,30,0,2,3,2,2,2,3,0.25,1.0,1.0
games120.col,120,638,0.19,5.32,0.09,7,13,10,11,10,11,0.12,0.81,0.02,0.07,0.04,0.03,0.07,0.0,0.01,0,9,0,0,0.44,0.35,0.55,0.36,0.0,0,7,4.8,3.81,5.78,0.32,0.84,0,9,0,3,5,4,4,4,4,0.14,0.77,0.0
homer.col,561,1628,0.34,2.9,0.01,0,99,5,2,1,6,2.04,0.63,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0,13,0,1,0.29,0.0,1.0,1.04,0.83,0,12,2.0,0.0,3.54,1.23,0.72,0,13,0,1,5,2,3,2,3,0.62,0.92,0.0
huck.col,74,301,0.25,4.07,0.11,1,53,8,8,3,10,0.92,0.88,0.03,0.15,0.09,0.05,0.12,0.01,0.01,0,11,0,1,1.0,0.67,1.0,0.42,1.0,0,10,6.79,2.75,8.25,0.55,0.96,0,11,0,2,5,3,3,3,3,0.32,0.84,0.0
inithx.i.1.col,864,18707,0.05,21.65,0.05,0,502,43,31,0,48,1.69,0.65,0.0,0.05,0.03,0.0,0.04,0.0,0.0,4,43,0,0,0.9,0.0,0.96,0.89,0.0,0,81,29.83,0.0,45.45,0.92,0.72,0,54,2,1,3,2,2,2,3,0.29,0.78,7.0
inithx.i.2.col,645,13979,0.05,21.67,0.07,0,541,43,27,24,31,1.71,0.75,0.0,0.05,0.02,0.01,0.04,0.0,0.0,1,31,0,0,0.87,0.74,0.94,0.48,0.0,0,48,24.72,19.83,27.8,0.49,0.86,0,31,2,2,3,2,2,2,3,0.25,1.0,3.0
inithx.i.3.col,621,13969,0.04,22.49,0.07,0,542,44,27,24,31,1.7,0.76,0.0,0.05,0.02,0.02,0.04,0.0,0.0,1,31,0,0,0.87,0.77,0.94,0.43,0.0,0,48,24.72,20.85,27.8,0.43,0.86,0,31,1,2,3,2,2,2,3,0.25,1.0,3.0
jean.col,80,254,0.31,3.17,0.08,0,36,6,6,1,10,1.0,0.87,0.01,0.13,0.05,0.03,0.09,0.01,0.01,0,10,0,1,0.65,0.0,1.0,0.76,0.91,0,10,3.17,0.0,7.0,0.86,0.89,0,10,0,1,3,2,2,2,2,0.22,0.58,0.0
latin_square_10.col,900,307350,0.0,341.5,0.76,683,683,683,683,683,683,0.0,0.0,0.04,0.1,0.09,0.04,0.09,0.0,0.0,4,90,0,0,0.76,0.76,0.76,0.0,0.0,521,521,521.9,521.9,521.9,0.0,0.0,75,151,94,1,4,2,2,2,3,0.3,0.63,175.0
le450_15a.col,450,8168,0.06,18.15,0.08,2,99,36,35,24,48,0.47,0.95,0.0,0.03,0.02,0.01,0.03,0.0,0.0,0,15,0,0,0.31,0.27,0.37,0.32,0.0,0,19,11.77,9.52,13.75,0.34,0.87,0,17,1,3,6,4,4,4,4,0.2,0.66,2.0
le450_15b.col,450,8169,0.06,18.15,0.08,1,94,36,35,25,47,0.45,0.95,0.0,0.03,0.02,0.01,0.03,0.0,0.0,0,15,0,0,0.3,0.26,0.36,0.35,0.0,0,19,11.69,9.8,13.46,0.33,0.86,0,17,1,3,8,4,4,3,5,0.41,0.85,2.0
le450_15c.col,450,16680,0.03,37.07,0.17,18,139,74,72,58,89,0.29,0.95,0.01,0.03,0.02,0.01,0.02,0.0,0.0,0,15,0,0,0.27,0.25,0.3,0.12,0.0,6,33,20.44,16.99,23.06,0.21,0.86,0,27,2,2,6,3,4,3,4,0.35,0.88,3.0
le450_15d.col,450,16750,0.03,37.22,0.17,18,138,74,74,60,88,0.29,0.95,0.01,0.03,0.02,0.01,0.03,0.0,0.0,0,15,0,0,0.28,0.26,0.3,0.12,0.0,5,31,20.39,17.34,23.0,0.22,0.88,0,25,2,2,4,2,2,2,4,0.43,0.93,3.0
le450_25a.col,450,8260,0.05,18.36,0.08,2,128,36,33,20,50,0.64,0.94,0.0,0.06,0.04,0.01,0.04,0.0,0.0,1,25,0,1,0.42,0.33,0.51,0.46,0.02,0,33,16.27,11.06,21.27,0.53,0.9,0,25,0,2,5,2,3,2,3,0.43,0.81,2.0
le450_25b.col,450,8263,0.05,18.36,0.08,2,111,36,35,21,49,0.59,0.95,0.0,0.06,0.04,0.02,0.06,0.0,0.0,1,25,0,0,0.42,0.34,0.52,0.44,0.0,0,29,18.57,11.82,21.0,0.48,0.92,0,25,1,2,8,3,3,2,4,0.54,0.84,3.0
le450_25c.col,450,17343,0.03,38.54,0.17,7,179,77,77,56,97,0.38,0.96,0.0,0.06,0.04,0.02,0.06,0.0,0.0,1,25,0,0,0.35,0.32,0.4,0.21,0.0,0,46,27.6,22.58,32.23,0.28,0.9,0,30,2,2,6,2,3,2,3,0.45,0.8,4.0
le450_25d.col,450,17425,0.03,38.72,0.17,11,157,77,77,58,96,0.37,0.95,0.0,0.06,0.02,0.02,0.04,0.0,0.0,1,25,0,0,0.35,0.32,0.39,0.18,0.0,0,44,27.35,22.62,31.96,0.28,0.89,0,31,2,3,6,3,4,4,4,0.19,0.52,4.0
le450_5a.col,450,5714,0.08,12.7,0.06,13,42,25,25,22,29,0.21,0.9,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.13,0.12,0.15,0.18,0.0,1,4,3.33,2.96,3.73,0.17,0.69,0,10,0,4,5,4,5,4,5,0.11,0.88,1.0
le450_5b.col,450,5734,0.08,12.74,0.06,12,42,25,25,22,29,0.2,0.89,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.13,0.12,0.15,0.16,0.0,1,4,3.39,3.0,3.73,0.17,0.68,0,10,0,4,7,5,5,4,5,0.18,0.84,1.0
le450_5c.col,450,9803,0.05,21.78,0.1,27,66,43,43,39,47,0.15,0.9,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.13,0.12,0.14,0.11,0.0,3,7,5.51,5.13,6.05,0.11,0.66,0,12,1,4,7,5,5,5,5,0.14,0.66,1.0
le450_5d.col,450,9757,0.05,21.68,0.1,29,68,43,43,39,48,0.15,0.92,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.13,0.12,0.14,0.11,0.0,3,7,5.51,5.11,5.92,0.11,0.64,0,12,1,2,4,2,2,2,3,0.37,0.92,1.0
miles1000.col,128,3216,0.04,25.13,0.4,13,86,50,53,30,66,0.4,0.96,0.05,0.32,0.2,0.16,0.29,0.0,0.01,0,41,0,1,0.78,0.69,0.85,0.13,0.07,13,57,42.6,22.34,50.53,0.37,0.95,0,42,0,1,4,2,2,2,3,0.44,0.89,0.0
miles1500.col,128,5198,0.02,40.61,0.64,28,106,81,88,75,98,0.29,0.94,0.17,0.57,0.55,0.21,0.55,0.0,0.0,0,73,0,0,0.87,0.82,0.95,0.1,0.0,26,87,82.13,58.14,85.68,0.3,0.84,0,73,0,1,3,1,2,1,2,0.57,0.76,0.0
miles250.col,128,387,0.33,3.02,0.05,0,16,6,5,3,8,0.61,0.91,0.01,0.06,0.03,0.02,0.04,0.0,0.01,0,8,0,1,0.62,0.47,0.73,0.46,0.63,0,8,3.33,2.0,5.26,0.61,0.93,0,8,0,1,6,4,5,2,5,0.41,0.86,0.0
miles500.col,128,1170,0.11,9.14,0.14,3,38,18,17,10,27,0.54,0.96,0.02,0.16,0.07,0.06,0.12,0.0,0.01,0,20,0,1,0.7,0.62,0.83,0.23,0.47,1,25,10.51,7.86,18.25,0.54,0.92,0,20,0,1,6,3,3,1,5,0.64,0.95,0.0
miles750.col,128,2113,0.06,16.51,0.26,6,64,33,33,19,45,0.46,0.96,0.03,0.23,0.11,0.09,0.17,0.0,0.01,0,29,0,1,0.73,0.65,0.84,0.18,0.16,5,39,23.92,12.84,35.28,0.45,0.94,0,31,0,1,4,2,3,2,4,0.57,0.99,0.0
mug100_1.col,100,166,0.6,1.66,0.03,3,4,3,3,3,4,0.16,0.9,0.02,0.03,0.03,0.02,0.03,0.0,0.01,0,3,0,0,0.33,0.17,0.67,0.61,0.0,0,2,1.0,0.67,2.0,0.56,1.0,0,4,0,2,2,2,2,2,2,0.0,0.0,0.0
